"hubGene","genes","cor"
"Ceric.22G049900.1","Ceric.20G073600.1",0.838
"Ceric.22G049900.1","Ceric.03G039400.1",0.834
"Ceric.22G049900.1","Ceric.20G083700.1",0.833
"Ceric.22G049900.1","Ceric.35G001000.1",0.829
"Ceric.1Z211400.1","Ceric.1Z211400.1",1
"Ceric.1Z211400.1","Ceric.1Z170800.1",0.751
"Ceric.1Z211400.1","Ceric.19G075300.1",0.75
"Ceric.1Z211400.1","Ceric.30G000500.1",0.743
"Ceric.1Z211400.1","Ceric.07G005700.1",0.742
"Ceric.1Z211400.1","Ceric.35G006200.1",0.741
"Ceric.1Z211400.1","Ceric.13G027800.1",0.74
"Ceric.1Z211400.1","Ceric.1Z035100.1",0.734
"Ceric.1Z211400.1","Ceric.17G027900.1",0.729
"Ceric.1Z211400.1","Ceric.14G059800.1",0.728
"Ceric.26G061600.1","Ceric.26G061600.1",1
"Ceric.26G061600.1","Ceric.34G060000.1",0.925
"Ceric.26G061600.1","Ceric.06G085200.1",0.922
"Ceric.26G061600.1","Ceric.05G100700.1",0.921
"Ceric.26G061600.1","Ceric.22G058600.1",0.921
"Ceric.26G061600.1","Ceric.10G000700.1",0.92
"Ceric.26G061600.1","Ceric.19G077800.1",0.92
"Ceric.26G061600.1","Ceric.20G050000.1",0.92
"Ceric.26G061600.1","Ceric.1Z071600.1",0.918
"Ceric.26G061600.1","Ceric.23G081500.1",0.918
"Ceric.10G011000.1","Ceric.10G011000.1",1
"Ceric.10G011000.1","Ceric.25G020800.1",0.867
"Ceric.10G011000.1","Ceric.30G020000.1",0.861
"Ceric.10G011000.1","Ceric.27G015100.1",0.852
"Ceric.10G011000.1","Ceric.16G049600.1",0.851
"Ceric.10G011000.1","Ceric.26G061700.1",0.848
"Ceric.10G011000.1","Ceric.33G054000.1",0.834
"Ceric.10G011000.1","Ceric.17G000200.1",0.833
"Ceric.10G011000.1","Ceric.11G051900.1",0.832
"Ceric.10G011000.1","Ceric.12G093600.1",0.831
"Ceric.10G011000.1","Ceric.14G075300.1",0.83
"Ceric.10G011000.1","Ceric.19G043700.1",0.826
"Ceric.10G011000.1","Ceric.1Z045100.1",0.818
"Ceric.10G011000.1","Ceric.13G007700.1",0.815
"Ceric.10G011000.1","Ceric.28G052300.1",0.812
"Ceric.10G011000.1","Ceric.38G067200.1",0.809
"Ceric.10G011000.1","Ceric.27G002400.1",0.806
"Ceric.10G011000.1","Ceric.33G026300.1",0.806
"Ceric.10G011000.1","Ceric.03G020800.1",0.805
"Ceric.10G011000.1","Ceric.23G005200.1",0.805
"Ceric.10G011000.1","Ceric.16G073300.1",0.803
"Ceric.10G011000.1","Ceric.19G026300.1",0.803
"Ceric.10G011000.1","Ceric.14G040000.1",0.801
"Ceric.10G011000.1","Ceric.30G022600.1",0.8
"Ceric.10G011000.1","Ceric.37G056100.1",0.8
"Ceric.10G011000.1","Ceric.17G015400.1",0.799
"Ceric.10G011000.1","Ceric.19G064300.1",0.799
"Ceric.10G011000.1","Ceric.25G013100.1",0.799
"Ceric.10G011000.1","Ceric.18G032800.1",0.798
"Ceric.10G011000.1","Ceric.29G051400.1",0.798
"Ceric.10G011000.1","Ceric.33G010200.1",0.798
"Ceric.10G011000.1","Ceric.21G073600.1",0.797
"Ceric.10G011000.1","Ceric.33G028800.1",0.797
"Ceric.10G011000.1","Ceric.25G058400.1",0.795
"Ceric.10G011000.1","Ceric.11G095500.1",0.794
"Ceric.10G011000.1","Ceric.29G051700.1",0.794
"Ceric.10G011000.1","Ceric.02G077900.1",0.793
"Ceric.10G011000.1","Ceric.10G009700.1",0.793
"Ceric.10G011000.1","Ceric.22G073300.1",0.793
"Ceric.10G011000.1","Ceric.25G064000.1",0.793
"Ceric.02G031800.1","Ceric.02G031800.1",1
"Ceric.02G031800.1","Ceric.04G072300.1",0.914
"Ceric.02G031800.1","Ceric.26G041100.1",0.912
"Ceric.02G031800.1","Ceric.21G044000.1",0.909
"Ceric.02G031800.1","Ceric.29G044300.1",0.904
"Ceric.02G031800.1","Ceric.15G072700.1",0.895
"Ceric.02G031800.1","Ceric.03G054000.1",0.884
"Ceric.02G031800.1","Ceric.11G032000.1",0.878
"Ceric.02G031800.1","Ceric.34G024000.1",0.87
"Ceric.02G031800.1","Ceric.24G014800.1",0.869
"Ceric.11G077600.1","Ceric.11G077600.1",1
"Ceric.11G077600.1","Ceric.33G016000.1",0.885
"Ceric.11G077600.1","Ceric.11G032000.1",0.875
"Ceric.11G077600.1","Ceric.13G011400.1",0.866
"Ceric.11G077600.1","Ceric.16G036300.1",0.863
"Ceric.11G077600.1","Ceric.01G004000.1",0.857
"Ceric.11G077600.1","Ceric.07G056200.1",0.842
"Ceric.11G077600.1","Ceric.34G017500.1",0.841
"Ceric.11G077600.1","Ceric.37G062500.1",0.838
"Ceric.11G077600.1","Ceric.15G051500.1",0.833
"Ceric.29G050300.1","Ceric.29G050300.1",1
"Ceric.29G050300.1","Ceric.03G010200.1",0.89
"Ceric.29G050300.1","Ceric.09G034600.1",0.827
"Ceric.29G050300.1","Ceric.12G049300.1",0.824
"Ceric.29G050300.1","Ceric.21G086200.1",0.819
"Ceric.29G050300.1","Ceric.03G069300.1",0.813
"Ceric.29G050300.1","Ceric.14G095900.1",0.813
"Ceric.29G050300.1","Ceric.39G030300.1",0.812
"Ceric.29G050300.1","Ceric.23G074800.1",0.808
"Ceric.29G050300.1","Ceric.15G049200.1",0.806
"Ceric.03G020800.1","Ceric.03G020800.1",1
"Ceric.03G020800.1","Ceric.17G074600.1",0.865
"Ceric.03G020800.1","Ceric.35G031300.1",0.855
"Ceric.03G020800.1","Ceric.11G097100.1",0.853
"Ceric.03G020800.1","Ceric.26G034300.1",0.853
"Ceric.03G020800.1","Ceric.38G019900.1",0.851
"Ceric.03G020800.1","Ceric.38G020500.1",0.849
"Ceric.03G020800.1","Ceric.38G065000.1",0.849
"Ceric.03G020800.1","Ceric.1Z045100.1",0.844
"Ceric.03G020800.1","Ceric.08G016400.1",0.843
"Ceric.03G020800.1","Ceric.33G017900.1",0.843
"Ceric.03G020800.1","Ceric.31G042200.1",0.84
"Ceric.03G020800.1","Ceric.20G087000.1",0.839
"Ceric.03G020800.1","Ceric.27G031100.1",0.838
"Ceric.03G020800.1","Ceric.36G008300.1",0.837
"Ceric.03G020800.1","Ceric.33G002500.1",0.835
"Ceric.03G020800.1","Ceric.02G007200.1",0.834
"Ceric.03G020800.1","Ceric.05G074200.1",0.834
"Ceric.03G020800.1","Ceric.36G046900.1",0.834
"Ceric.03G020800.1","Ceric.17G061200.1",0.833
"Ceric.03G020800.1","Ceric.25G064000.1",0.83
"Ceric.03G020800.1","Ceric.01G011000.1",0.829
"Ceric.03G020800.1","Ceric.10G048600.1",0.828
"Ceric.03G020800.1","Ceric.32G026300.1",0.828
"Ceric.03G020800.1","Ceric.01G123200.1",0.827
"Ceric.03G020800.1","Ceric.13G007700.1",0.827
"Ceric.03G020800.1","Ceric.18G075700.1",0.827
"Ceric.03G020800.1","Ceric.21G011100.1",0.826
"Ceric.03G020800.1","Ceric.26G015600.1",0.826
"Ceric.03G020800.1","Ceric.39G019900.1",0.826
"Ceric.17G023000.1","Ceric.17G023000.1",1
"Ceric.17G023000.1","Ceric.18G063100.1",0.774
"Ceric.17G023000.1","Ceric.38G046200.1",0.752
"Ceric.17G023000.1","Ceric.16G016100.1",0.749
"Ceric.17G023000.1","Ceric.28G028100.1",0.745
"Ceric.17G023000.1","Ceric.09G056300.1",0.724
"Ceric.17G023000.1","Ceric.10G076400.1",0.72
"Ceric.17G023000.1","Ceric.27G053700.1",0.72
"Ceric.17G023000.1","Ceric.33G052200.1",0.711
"Ceric.17G023000.1","Ceric.10G087000.1",0.71
"Ceric.04G105500.1","Ceric.04G105500.1",1
"Ceric.04G105500.1","Ceric.04G066800.1",0.896
"Ceric.04G105500.1","Ceric.25G000900.1",0.885
"Ceric.04G105500.1","Ceric.03G103200.1",0.87
"Ceric.04G105500.1","Ceric.01G093300.1",0.869
"Ceric.04G105500.1","Ceric.10G019800.1",0.864
"Ceric.04G105500.1","Ceric.18G060100.1",0.864
"Ceric.04G105500.1","Ceric.03G080400.1",0.862
"Ceric.04G105500.1","Ceric.09G057600.1",0.861
"Ceric.04G105500.1","Ceric.30G024300.1",0.861
"Ceric.29G082500.1","Ceric.29G082500.1",1
"Ceric.29G082500.1","Ceric.10G019800.1",0.848
"Ceric.29G082500.1","Ceric.23G010200.1",0.842
"Ceric.29G082500.1","Ceric.01G093300.1",0.836
"Ceric.29G082500.1","Ceric.06G001400.1",0.835
"Ceric.29G082500.1","Ceric.08G069200.1",0.831
"Ceric.29G082500.1","Ceric.10G003900.1",0.829
"Ceric.29G082500.1","Ceric.06G042500.1",0.825
"Ceric.29G082500.1","Ceric.03G073900.1",0.824
"Ceric.29G082500.1","Ceric.07G045100.1",0.823
"Ceric.22G041500.1","Ceric.22G041500.1",1
"Ceric.22G041500.1","Ceric.14G096100.1",0.803
"Ceric.22G041500.1","Ceric.29G044500.1",0.785
"Ceric.22G041500.1","Ceric.01G010900.1",0.762
"Ceric.22G041500.1","Ceric.13G046100.1",0.759
"Ceric.22G041500.1","Ceric.20G007200.1",0.759
"Ceric.22G041500.1","Ceric.05G072500.1",0.758
"Ceric.22G041500.1","Ceric.30G065500.1",0.758
"Ceric.22G041500.1","Ceric.23G008600.1",0.752
"Ceric.22G041500.1","Ceric.31G013300.1",0.748
"Ceric.20G064100.1","Ceric.20G064100.1",1
"Ceric.20G064100.1","Ceric.1Z168700.1",0.838
"Ceric.20G064100.1","Ceric.13G025100.1",0.836
"Ceric.20G064100.1","Ceric.01G053500.1",0.804
"Ceric.20G064100.1","Ceric.29G082500.1",0.802
"Ceric.20G064100.1","Ceric.14G083300.1",0.799
"Ceric.20G064100.1","Ceric.10G043900.1",0.788
"Ceric.20G064100.1","Ceric.14G032900.1",0.788
"Ceric.20G064100.1","Ceric.23G010200.1",0.787
"Ceric.20G064100.1","Ceric.05G032100.1",0.772
"Ceric.20G064100.1","Ceric.06G042500.1",0.771
"Ceric.20G064100.1","Ceric.30G065500.1",0.771
"Ceric.20G064100.1","Ceric.21G018700.1",0.764
"Ceric.20G064100.1","Ceric.39G049700.1",0.763
"Ceric.20G064100.1","Ceric.21G086200.1",0.761
"Ceric.20G064100.1","Ceric.27G014100.1",0.76
"Ceric.20G064100.1","Ceric.10G019800.1",0.759
"Ceric.20G064100.1","Ceric.02G047600.1",0.756
"Ceric.20G064100.1","Ceric.22G010700.1",0.75
"Ceric.20G064100.1","Ceric.09G089000.1",0.749
